Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_AccessToken,,,,01-10-2025 10:08:21,01-10-2025 10:08:28,6.431s,PASSED
,,,,,,,
Test Cases/API_Testing/REST_API_Testing/TC04_getAccessToken_Api,,,,01-10-2025 10:08:22,01-10-2025 10:08:26,4.188s,PASSED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) jsonF..."":""Include/Data Files/login_data.json"",""(Default) apiBa..."":""apiBaseUrl"",""(Default) acces..."":""accessTokenUrl""}",,,,,,,
Start listener action : beforeTestCase,,,,01-10-2025 10:08:22,01-10-2025 10:08:22,0.162s,PASSED
"logInfo(""Reading payload from JSON file..."")",,,,01-10-2025 10:08:22,01-10-2025 10:08:22,0.009s,PASSED
"payLoad = JsonOutput.toJson(JsonFileReader.getSectionData(""postPayload"", jsonDataFilePath))",,,,01-10-2025 10:08:22,01-10-2025 10:08:23,0.310s,PASSED
"logInfo(""Payload prepared: "" + payLoad)",,,,01-10-2025 10:08:23,01-10-2025 10:08:23,0.012s,PASSED
"logInfo(""Sending POST request to /login endpoint..."")",,,,01-10-2025 10:08:23,01-10-2025 10:08:23,0.009s,PASSED
"baseUrl = GlobalAccessor.getProfileVariable(accessToken, apiBaseUrl)",,,,01-10-2025 10:08:23,01-10-2025 10:08:23,0.151s,PASSED
"response = ApiKeywords.sendPost(baseUrl, ""login"", payLoad)",,,,01-10-2025 10:08:23,01-10-2025 10:08:25,2.615s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,01-10-2025 10:08:25,01-10-2025 10:08:25,0.012s,PASSED
responseBodyContent = response.getResponseBodyContent(),,,,01-10-2025 10:08:25,01-10-2025 10:08:25,0.003s,PASSED
"logInfo(""Response body content:
"" + responseBodyContent)",,,,01-10-2025 10:08:25,01-10-2025 10:08:25,0.007s,PASSED
"logInfo(""Validating response against accessTokenSchema..."")",,,,01-10-2025 10:08:25,01-10-2025 10:08:26,0.008s,PASSED
"schemaMap = JsonFileReader.getSectionData(""accessTokenSchema"", schemaFilePath)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.006s,PASSED
schemaString = JsonOutput.toJson(schemaMap),,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.003s,PASSED
"SchemaValidator.validateJsonWithSchema(responseBodyContent, schemaString)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.192s,PASSED
"logInfo(""Schema validation passed."")",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.004s,PASSED
parsedResponse = JsonSlurper().parseText(responseBodyContent),,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.003s,PASSED
jwtToken = accessToken,,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.002s,PASSED
"logInfo(""Extracted JWT Token: "" + jwtToken)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.002s,PASSED
"logInfo(""Storing JWT token in DummyJson section of JSON file..."")",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.004s,PASSED
"JsonFileReader.storeJsonData(responseDataFilePath, ""DummyJson"", ""accessToken"", jwtToken)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.032s,PASSED
"logInfo(""Token stored successfully."")",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.009s,PASSED
Start listener action : closeTheBrowser,,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.146s,PASSED
,,,,,,,
Test Cases/API_Testing/REST_API_Testing/TC06_Access_currentUserDetail_positive_Api,,,,01-10-2025 10:08:26,01-10-2025 10:08:27,0.837s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json"",""(Default) apiBa..."":""apiBaseUrl"",""(Default) acces..."":""accessTokenUrl""}",,,,,,,
Start listener action : beforeTestCase,,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.018s,PASSED
"logInfo(""Reading access token from JSON file..."")",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.004s,PASSED
"accessToken = JsonFileReader.getJsonData(""DummyJson"", ""accessToken"", responseDataFilePath)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.010s,PASSED
"logInfo(""Access token retrieved: "" + accessToken)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.008s,PASSED
"headers = [""Authorization"":accessToken, ""Content-Type"":""application/json""]",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.003s,PASSED
"logInfo(""Headers prepared: "" + headers.toString())",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.006s,PASSED
"logInfo(""Sending GET request to /me endpoint..."")",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.004s,PASSED
"baseUrl = GlobalAccessor.getProfileVariable(accessTokenUrl, apiBaseUrl)",,,,01-10-2025 10:08:26,01-10-2025 10:08:26,0.011s,PASSED
"response = ApiKeywords.sendGet(baseUrl, ""me"", headers)",,,,01-10-2025 10:08:26,01-10-2025 10:08:27,0.427s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.008s,PASSED
parsedResponse = JsonSlurper().parseText(response.getResponseBodyContent()),,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.005s,PASSED
"logInfo(""Parsed response: "" + parsedResponse.toString())",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.005s,PASSED
"logInfo(""Storing firstName in apiResponse section of JSON file..."")",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.004s,PASSED
"JsonFileReader.storeJsonData(responseDataFilePath, ""apiResonse"", ""firstName"", firstName)",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.017s,PASSED
"logInfo(""firstName stored successfully: "" + firstName)",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.004s,PASSED
"logInfo(""Storing full response under userData section..."")",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.003s,PASSED
"JsonFileReader.storeApiResponse(""userData"", response, responseDataFilePath)",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.016s,PASSED
"logInfo(""Full response stored successfully."")",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.004s,PASSED
Start listener action : closeTheBrowser,,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.026s,PASSED
,,,,,,,
Test Cases/API_Testing/REST_API_Testing/TC05_RefereshAccessToken_Api,,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.713s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json"",""(Default) apiBa..."":""apiBaseUrl"",""(Default) acces..."":""accessTokenUrl""}",,,,,,,
Start listener action : beforeTestCase,,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.006s,PASSED
"logInfo(""Preparing headers for refresh token request..."")",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.013s,PASSED
"headers = [""Content-Type"":""application/json""]",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.000s,PASSED
"logInfo(""Reading refresh payload from JSON file..."")",,,,01-10-2025 10:08:27,01-10-2025 10:08:27,0.004s,PASSED
