Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_Testcases,,,,19-09-2025 15:06:32,19-09-2025 15:07:29,57.441s,ERROR
,,,,,,,
Test Cases/API_Testing/TC01_localToServer_Api,,,,19-09-2025 15:06:33,19-09-2025 15:07:26,53.209s,PASSED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) syste..."":""Include/Data Files/login_data.json"",""(Default) postS..."":""Include/Data Files/post_login_response_schema.json"",""(Default) filep..."":""https://68c8e78aceef5a150f629ed5.mockapi.io/sign_in/credentials""}",,,,,,,
Start listener action : beforeTestCase,,,,19-09-2025 15:06:33,19-09-2025 15:06:33,0.157s,PASSED
"logInfo(""Sending POST request to /credentials to create new credentials"")",,,,19-09-2025 15:06:34,19-09-2025 15:06:34,0.019s,PASSED
"postPayload = JsonOutput.toJson(JsonFileReader.getSectionData(""loginPage"", systemJsonFilePath))",,,,19-09-2025 15:06:34,19-09-2025 15:06:34,0.118s,PASSED
println(postPayload),,,,19-09-2025 15:06:34,19-09-2025 15:06:34,0.007s,PASSED
"postResponse = ApiKeywords.sendPost(""/credentials"", postPayload)",,,,19-09-2025 15:06:34,19-09-2025 15:07:26,51.823s,PASSED
"verifyResponseStatusCode(postResponse, 201)",,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.028s,PASSED
"logInfo(""POST response status code verified as 201"")",,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.006s,PASSED
postResponseBody = postResponse.getResponseBodyContent(),,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.015s,PASSED
println(postResponseBody),,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.006s,PASSED
createdCredential = JsonSlurper().parseText(postResponseBody),,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.012s,PASSED
println(createdCredential),,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.012s,PASSED
credentialId = id,,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.005s,PASSED
"JsonFileReader.appendToJsonSection(systemJsonFilePath, ""postData"", ""CredentialId"", credentialId)",,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.076s,PASSED
"logInfo(""Created credential ID: "" + credentialId)",,,,19-09-2025 15:07:26,19-09-2025 15:07:26,0.005s,PASSED
