Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_AccessToken,,,,18-09-2025 15:10:40,18-09-2025 15:10:49,8.859s,PASSED
,,,,,,,
Test Cases/API_Testing/api_getAccessToken,,,,18-09-2025 15:10:42,18-09-2025 15:10:48,6.161s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 15:10:42,18-09-2025 15:10:42,0.286s,PASSED
"payLoad = JsonOutput.toJson(JsonFileReader.getSectionData(""postPayload"", jsonFilePath))",,,,18-09-2025 15:10:43,18-09-2025 15:10:43,0.274s,PASSED
"response = ApiKeywords.sendPost(""login"", payLoad)",,,,18-09-2025 15:10:43,18-09-2025 15:10:48,4.499s,PASSED
println(response),,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.012s,PASSED
parsedResponse = JsonSlurper().parseText(response.getResponseBodyContent()),,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.018s,PASSED
jwtToken = accessToken,,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.004s,PASSED
"println(""JWT Token: "" + jwtToken)",,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.005s,PASSED
"JsonFileReader.appendToJsonSection(jsonFilePath, ""DummyJson"", ""accessToken"", jwtToken)",,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.071s,PASSED
Start listener action : closeTheBrowser,,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.393s,PASSED
,,,,,,,
Test Cases/API_Testing/api_currentUserDetail,,,,18-09-2025 15:10:48,18-09-2025 15:10:49,1.050s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 15:10:48,18-09-2025 15:10:48,0.060s,PASSED
"accessToken = JsonFileReader.getJsonData(""DummyJson"", ""accessToken"", jsonFilePath)",,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.016s,PASSED
"headers = [""Authorization"":accessToken, ""Content-Type"":""application/json""]",,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.005s,PASSED
"response = ApiKeywords.sendGet(""me"", headers)",,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.419s,PASSED
parsedResponse = JsonSlurper().parseText(response.getResponseBodyContent()),,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.004s,PASSED
"JsonFileReader.appendToJsonSection(jsonFilePath, ""apiResonse"", ""firstName"", firstName)",,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.014s,PASSED
"JsonFileReader.storeApiResponse(""userData"", response, jsonFilePath)",,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.055s,PASSED
Start listener action : closeTheBrowser,,,,18-09-2025 15:10:49,18-09-2025 15:10:49,0.067s,PASSED
