Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_Testcases,,,,19-09-2025 15:25:52,19-09-2025 15:26:22,30.322s,ERROR
,,,,,,,
Test Cases/API_Testing/TC01_localToServer_Api,,,,19-09-2025 15:25:52,19-09-2025 15:26:18,25.999s,PASSED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) syste..."":""Include/Data Files/login_data.json"",""(Default) postS..."":""Include/Data Files/post_login_response_schema.json"",""(Default) filep..."":""https://68c8e78aceef5a150f629ed5.mockapi.io/sign_in/credentials""}",,,,,,,
Start listener action : beforeTestCase,,,,19-09-2025 15:25:53,19-09-2025 15:25:53,0.165s,PASSED
"logInfo(""Sending POST request to /credentials to create new credentials"")",,,,19-09-2025 15:25:53,19-09-2025 15:25:53,0.014s,PASSED
"postPayload = JsonOutput.toJson(JsonFileReader.getSectionData(""loginPage"", systemJsonFilePath))",,,,19-09-2025 15:25:53,19-09-2025 15:25:53,0.117s,PASSED
println(postPayload),,,,19-09-2025 15:25:53,19-09-2025 15:25:53,0.006s,PASSED
"postResponse = ApiKeywords.sendPost(""/credentials"", postPayload)",,,,19-09-2025 15:25:53,19-09-2025 15:26:18,24.723s,PASSED
"verifyResponseStatusCode(postResponse, 201)",,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.035s,PASSED
"logInfo(""POST response status code verified as 201"")",,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.003s,PASSED
postResponseBody = postResponse.getResponseBodyContent(),,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.018s,PASSED
println(postResponseBody),,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.008s,PASSED
createdCredential = JsonSlurper().parseText(postResponseBody),,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.006s,PASSED
println(createdCredential),,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.007s,PASSED
credentialId = id,,,,19-09-2025 15:26:18,19-09-2025 15:26:18,0.008s,PASSED
