Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_Testcases,,,,18-09-2025 13:11:26,18-09-2025 13:11:36,10.763s,FAILED
,,,,,,,
Test Cases/API_Testing/api_Local_to_Server,,,,18-09-2025 13:11:33,18-09-2025 13:11:34,0.442s,FAILED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) syste..."":""Include/Data Files/login_data.json"",""(Default) postS..."":""Include/Data Files/post_login_response_schema.json"",""(Default) filep..."":""https://68c8e78aceef5a150f629ed5.mockapi.io/sign_in/credentials""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.014s,PASSED
"logInfo(""Sending POST request to /credentials to create new credentials"")",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.003s,PASSED
"postPayload = JsonOutput.toJson(JsonFileReader.getSectionData(""loginPage"", systemJsonFilePath))",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.004s,PASSED
println(postPayload),,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.006s,PASSED
"postResponse = ApiKeywords.sendPost(""/credentials"", postPayload)",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.310s,PASSED
"verifyResponseStatusCode(postResponse, 201)",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.003s,PASSED
"logInfo(""POST response status code verified as 201"")",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.001s,PASSED
postResponseBody = postResponse.getResponseBodyContent(),,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.001s,PASSED
createdCredential = JsonSlurper().parseText(postResponseBody),,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.001s,PASSED
credentialId = id,,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.001s,PASSED
"JsonFileReader.appendToJsonSection(systemJsonFilePath, ""postData"", ""CredentialId"", credentialId)",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.007s,PASSED
"logInfo(""Created credential ID: "" + credentialId)",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.002s,PASSED
"validateJsonAgainstSchema(postResponseBody, JsonOutput.toJson(JsonFileReader.getSectionData(""postResponse"", masterSchemaFilePath)))",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.015s,FAILED
Start listener action : closeTheBrowser,,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.019s,PASSED
,,,,,,,
Test Cases/API_Testing/api_updatingCred,,,,18-09-2025 13:11:34,18-09-2025 13:11:35,0.664s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.009s,PASSED
"credentialId = JsonFileReader.getJsonData(""postData"", ""CredentialId"", jsonFilePath)",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.013s,PASSED
"logInfo(""Sending PATCH request to /credentials/"" + credentialId + "" to update password"")",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.009s,PASSED
"patchPayload = JsonOutput.toJson([""password"":""NewPassword@456""])",,,,18-09-2025 13:11:34,18-09-2025 13:11:34,0.004s,PASSED
"patchResponse = ApiKeywords.sendPatch(""/credentials/"" + credentialId, patchPayload)",,,,18-09-2025 13:11:34,18-09-2025 13:11:35,0.296s,PASSED
"verifyResponseStatusCode(patchResponse, 200)",,,,18-09-2025 13:11:35,18-09-2025 13:11:35,0.005s,PASSED
println(patchResponse.getResponseBodyContent()),,,,18-09-2025 13:11:35,18-09-2025 13:11:35,0.004s,PASSED
"markPassed(""PATCH password update successful"")",,,,18-09-2025 13:11:35,18-09-2025 13:11:35,0.003s,PASSED
Start listener action : closeTheBrowser,,,,18-09-2025 13:11:35,18-09-2025 13:11:35,0.017s,PASSED
,,,,,,,
Test Cases/API_Testing/api_gettingCredFromServer,,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.341s,FAILED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.004s,PASSED
"credentialId = JsonFileReader.getJsonData(""postData"", ""CredentialId"", jsonFilePath)",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.002s,PASSED
"logInfo(""Sending GET request to /credentials/"" + credentialId)",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.001s,PASSED
"getResponse = ApiKeywords.sendGet(""/credentials/"" + credentialId)",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.280s,PASSED
"verifyResponseStatusCode(getResponse, 200)",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.003s,PASSED
"logInfo(""GET response status code verified as 200"")",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.001s,PASSED
getResponseBody = getResponse.getResponseBodyContent(),,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.000s,PASSED
"validateJsonAgainstSchema(getResponseBody, JsonOutput.toJson(JsonFileReader.getSectionData(""postResponse"", masterSchemaFilePath)))",,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.008s,FAILED
Start listener action : closeTheBrowser,,,,18-09-2025 13:11:36,18-09-2025 13:11:36,0.008s,PASSED
