Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_AccessToken,,,,19-09-2025 14:59:48,19-09-2025 14:59:57,8.492s,ERROR
,,,,,,,
Test Cases/API_Testing/TC04_getAccessToken_Api,,,,19-09-2025 14:59:49,19-09-2025 14:59:53,3.858s,PASSED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,19-09-2025 14:59:49,19-09-2025 14:59:49,0.152s,PASSED
"logInfo(""Reading payload from JSON file..."")",,,,19-09-2025 14:59:49,19-09-2025 14:59:49,0.016s,PASSED
"payLoad = JsonOutput.toJson(JsonFileReader.getSectionData(""postPayload"", jsonFilePath))",,,,19-09-2025 14:59:49,19-09-2025 14:59:49,0.106s,PASSED
"logInfo(""Payload prepared: "" + payLoad)",,,,19-09-2025 14:59:49,19-09-2025 14:59:49,0.012s,PASSED
"logInfo(""Sending POST request to /login endpoint..."")",,,,19-09-2025 14:59:49,19-09-2025 14:59:49,0.003s,PASSED
"response = ApiKeywords.sendPost(""login"", payLoad)",,,,19-09-2025 14:59:49,19-09-2025 14:59:52,2.710s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.018s,PASSED
responseBodyContent = response.getResponseBodyContent(),,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.003s,PASSED
"logInfo(""Response body content:
"" + responseBodyContent)",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.008s,PASSED
"logInfo(""Validating response against accessTokenSchema..."")",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.006s,PASSED
"schemaMap = JsonFileReader.getSectionData(""accessTokenSchema"", masterSchemaFilePath)",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.011s,PASSED
schemaString = JsonOutput.toJson(schemaMap),,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.008s,PASSED
"validateJsonAgainstSchema(responseBodyContent, schemaString)",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.172s,PASSED
"logInfo(""Schema validation passed."")",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.004s,PASSED
parsedResponse = JsonSlurper().parseText(responseBodyContent),,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.005s,PASSED
jwtToken = accessToken,,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.003s,PASSED
"logInfo(""Extracted JWT Token: "" + jwtToken)",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.007s,PASSED
"logInfo(""Storing JWT token in DummyJson section of JSON file..."")",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.008s,PASSED
"JsonFileReader.appendToJsonSection(jsonFilePath, ""DummyJson"", ""accessToken"", jwtToken)",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.062s,PASSED
"logInfo(""Token stored successfully."")",,,,19-09-2025 14:59:52,19-09-2025 14:59:52,0.002s,PASSED
Start listener action : closeTheBrowser,,,,19-09-2025 14:59:52,19-09-2025 14:59:53,0.199s,PASSED
,,,,,,,
Test Cases/API_Testing/TC06_currentUserDetail_positive_Api,,,,19-09-2025 14:59:53,19-09-2025 14:59:54,0.881s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.028s,PASSED
"logInfo(""Reading access token from JSON file..."")",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.005s,PASSED
"accessToken = JsonFileReader.getJsonData(""DummyJson"", ""accessToken"", jsonFilePath)",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.013s,PASSED
"logInfo(""Access token retrieved: "" + accessToken)",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.007s,PASSED
"headers = [""Authorization"":accessToken, ""Content-Type"":""application/json""]",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.002s,PASSED
"logInfo(""Headers prepared: "" + headers.toString())",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.009s,PASSED
"logInfo(""Sending GET request to /me endpoint..."")",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.005s,PASSED
"response = ApiKeywords.sendGet(""me"", headers)",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.431s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.013s,PASSED
parsedResponse = JsonSlurper().parseText(response.getResponseBodyContent()),,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.009s,PASSED
"logInfo(""Parsed response: "" + parsedResponse.toString())",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.013s,PASSED
"logInfo(""Storing firstName in apiResponse section of JSON file..."")",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.008s,PASSED
"JsonFileReader.appendToJsonSection(jsonFilePath, ""apiResonse"", ""firstName"", firstName)",,,,19-09-2025 14:59:53,19-09-2025 14:59:53,0.020s,PASSED
