Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_AccessToken,,,,18-09-2025 16:27:14,18-09-2025 16:27:21,6.948s,PASSED
,,,,,,,
Test Cases/API_Testing/api_getAccessToken,,,,18-09-2025 16:27:15,18-09-2025 16:27:19,4.376s,PASSED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 16:27:15,18-09-2025 16:27:15,0.203s,PASSED
"logInfo(""Reading payload from JSON file..."")",,,,18-09-2025 16:27:16,18-09-2025 16:27:16,0.013s,PASSED
"payLoad = JsonOutput.toJson(JsonFileReader.getSectionData(""postPayload"", jsonFilePath))",,,,18-09-2025 16:27:16,18-09-2025 16:27:16,0.099s,PASSED
"logInfo(""Payload prepared: "" + payLoad)",,,,18-09-2025 16:27:16,18-09-2025 16:27:16,0.010s,PASSED
"logInfo(""Sending POST request to /login endpoint..."")",,,,18-09-2025 16:27:16,18-09-2025 16:27:16,0.008s,PASSED
"response = ApiKeywords.sendPost(""login"", payLoad)",,,,18-09-2025 16:27:16,18-09-2025 16:27:19,3.135s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.031s,PASSED
responseBodyContent = response.getResponseBodyContent(),,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.004s,PASSED
"logInfo(""Response body content:
"" + responseBodyContent)",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.009s,PASSED
"logInfo(""Validating response against accessTokenSchema..."")",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.005s,PASSED
"schemaMap = JsonFileReader.getSectionData(""accessTokenSchema"", masterSchemaFilePath)",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.009s,PASSED
schemaString = JsonOutput.toJson(schemaMap),,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.004s,PASSED
"validateJsonAgainstSchema(responseBodyContent, schemaString)",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.168s,PASSED
"logInfo(""Schema validation passed."")",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.004s,PASSED
parsedResponse = JsonSlurper().parseText(responseBodyContent),,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.004s,PASSED
jwtToken = accessToken,,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.002s,PASSED
"logInfo(""Extracted JWT Token: "" + jwtToken)",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.006s,PASSED
"logInfo(""Storing JWT token in DummyJson section of JSON file..."")",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.004s,PASSED
"JsonFileReader.appendToJsonSection(jsonFilePath, ""DummyJson"", ""accessToken"", jwtToken)",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.053s,PASSED
"logInfo(""Token stored successfully."")",,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.002s,PASSED
Start listener action : closeTheBrowser,,,,18-09-2025 16:27:19,18-09-2025 16:27:19,0.219s,PASSED
,,,,,,,
Test Cases/API_Testing/api_currentUserDetail,,,,18-09-2025 16:27:20,18-09-2025 16:27:20,0.977s,PASSED
"DATA BINDING - {""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,18-09-2025 16:27:20,18-09-2025 16:27:20,0.054s,PASSED
