Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API_AccessToken,,,,19-09-2025 15:24:16,19-09-2025 15:24:35,18.884s,ERROR
,,,,,,,
Test Cases/API_Testing/TC04_getAccessToken_Api,,,,19-09-2025 15:24:28,19-09-2025 15:24:29,0.492s,FAILED
"DATA BINDING - {""(Default) maste..."":""Include/Data Files/MasterSchema.json"",""(Default) jsonF..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,,,,19-09-2025 15:24:28,19-09-2025 15:24:28,0.012s,PASSED
"logInfo(""Reading payload from JSON file..."")",,,,19-09-2025 15:24:28,19-09-2025 15:24:28,0.012s,PASSED
"payLoad = JsonOutput.toJson(JsonFileReader.getSectionData(""postPayload"", jsonFilePath))",,,,19-09-2025 15:24:28,19-09-2025 15:24:28,0.008s,PASSED
"logInfo(""Payload prepared: "" + payLoad)",,,,19-09-2025 15:24:28,19-09-2025 15:24:28,0.001s,PASSED
"logInfo(""Sending POST request to /login endpoint..."")",,,,19-09-2025 15:24:28,19-09-2025 15:24:28,0.001s,PASSED
"response = ApiKeywords.sendPost(""login"", payLoad)",,,,19-09-2025 15:24:28,19-09-2025 15:24:29,0.313s,PASSED
"logInfo(""Response received with status: "" + response.getStatusCode())",,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.004s,PASSED
responseBodyContent = response.getResponseBodyContent(),,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.002s,PASSED
"logInfo(""Response body content:
"" + responseBodyContent)",,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.006s,PASSED
"logInfo(""Validating response against accessTokenSchema..."")",,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.004s,PASSED
"schemaMap = JsonFileReader.getSectionData(""accessTokenSchema"", masterSchemaFilePath)",,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.007s,PASSED
schemaString = JsonOutput.toJson(schemaMap),,,,19-09-2025 15:24:29,19-09-2025 15:24:29,0.004s,PASSED
